1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia Civil,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia Mecânica,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia Elétrica,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia Química,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia de Computação,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia de Produção,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia Biomédica,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia de Materiais,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Tecnologia,Engenharia Têxtil,9
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências da Saúde,Medicina,5
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências da Saúde,Enfermagem,5
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências da Saúde,Odontologia,5
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências da Saúde,Farmácia,5
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências da Saúde,Fisioterapia,5
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências Exatas e da Terra,Física,3
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências Exatas e da Terra,Química,3
1,UFRN,Universidade Federal do Rio Grande do Norte,Tier-1,Centro de Ciências Exatas e da Terra,Matemática,3
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia Civil,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia Elétrica,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia Mecânica,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia de Produção,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia Metalúrgica,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia Ambiental,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia Naval,8
2,USP,Universidade de São Paulo,Tier-1,Escola Politécnica (Poli),Engenharia de Computação,8
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Medicina,Medicina,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Medicina,Odontologia,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Medicina,Farmácia,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Direito,Direito,2
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Direito,Ciências Sociais,2
2,USP,Universidade de São Paulo,Tier-1,Instituto de Matemática e Estatística,Matemática,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Matemática e Estatística,Estatística,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Matemática e Estatística,Computação Teórica,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Química,Química Pura,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Química,Química Aplicada,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Química,Engenharia Química,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Física,Física Experimental,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Física,Física Teórica,3
2,USP,Universidade de São Paulo,Tier-1,Instituto de Física,Astrofísica,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Economia e Administração (FEA),Economia,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Economia e Administração (FEA),Administração,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Economia e Administração (FEA),Contabilidade,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Arquitetura e Urbanismo (FAU),Design,3
2,USP,Universidade de São Paulo,Tier-1,Faculdade de Arquitetura e Urbanismo (FAU),Urbanismo,3
3,UFSC,Universidade Federal de Santa Catarina,Tier-1,Centro Tecnológico,Engenharia Mecânica,8
3,UFSC,Universidade Federal de Santa Catarina,Tier-1,Centro Tecnológico,Engenharia Elétrica,8
3,UFSC,Universidade Federal de Santa Catarina,Tier-1,Centro Tecnológico,Engenharia Civil,8
